1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;;;;;
Schluessel;Straftat;Gemeindeschluessel;Stadt-/Landkreis;Kreisart;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasste Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Auffklaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an der Gesamtzahl;;;;;
------;Straftaten insgesamt;6532;Lahn-Dill-Kreis;LK;8,607;3,398;462;5.4;10;22;5,916;68.7;4,502;3,439;1,063;1,280;28.4;0;;6532;Lahn-Dill-Kreis;253,319
------;Straftaten insgesamt;6533;Limburg-Weilburg;LK;6,822;3,968;383;5.6;4;8;4,669;68.4;3,561;2,770;791;1,089;30.6;0;;6533;Limburg-Weilburg;171,912
------;Straftaten insgesamt;6534;Marburg-Biedenkopf;LK;10,137;4,103;728;7.2;13;10;6,450;63.6;4,746;3,723;1,023;1,322;27.9;0;;6534;Marburg-Biedenkopf;247,084
------;Straftaten insgesamt;6535;Vogelsbergkreis;LK;3,944;3,733;234;5.9;7;3;2,685;68.1;2,070;1,608;462;435;21;0;;6535;Vogelsbergkreis;105,643
------;Straftaten insgesamt;6611;Kassel;KfS;16,257;8,043;1,096;6.7;18;10;10,105;62.2;6,972;5,375;1,597;2,627;37.7;0;;6611;Kassel;202,137
------;Straftaten insgesamt;6631;Fulda;LK;9,608;4,306;1,636;17;5;9;6,926;72.1;4,252;3,364;888;1,401;32.9;0;;6631;Fulda;223,145
------;Straftaten insgesamt;6632;Hersfeld-Rotenburg;LK;5,119;4,240;384;7.5;8;15;3,400;66.4;2,621;2,067;554;616;23.5;0;;6632;Hersfeld-Rotenburg;120,719
------;Straftaten insgesamt;6633;Kassel;LK;7,099;2,998;466;6.6;12;10;4,505;63.5;3,570;2,709;861;833;23.3;0;;6633;Kassel;236,764
------;Straftaten insgesamt;6634;Schwalm-Eder-Kreis;LK;6,343;3,530;347;5.5;10;14;4,352;68.6;3,127;2,462;665;676;21.6;0;;6634;Schwalm-Eder-Kreis;179,673
------;Straftaten insgesamt;6635;Waldeck-Frankenberg;LK;5,217;3,336;302;5.8;2;16;3,520;67.5;2,629;2,041;588;607;23.1;0;;6635;Waldeck-Frankenberg;156,406
------;Straftaten insgesamt;6636;Werra-Meißner-Kreis;LK;3,828;3,804;237;6.2;2;4;2,491;65.1;1,869;1,428;441;388;20.8;0;;6636;Werra-Meißner-Kreis;100,629
------;Straftaten insgesamt;7111;Koblenz;KfS;10,758;9,433;559;5.2;4;5;6,023;56;4,650;3,518;1,132;1,319;28.4;0;;7111;Koblenz;114,052
------;Straftaten insgesamt;7131;Ahrweiler;LK;6,565;5,047;492;7.5;1;4;4,148;63.2;3,151;2,417;734;709;22.5;0;;7131;Ahrweiler;130,086
------;Straftaten insgesamt;7132;Altenkirchen (Westerwald);LK;6,387;4,959;448;7;8;11;4,550;71.2;3,132;2,379;753;574;18.3;0;;7132;Altenkirchen (Westerwald);128,805
------;Straftaten insgesamt;7133;Bad Kreuznach;LK;8,313;5,250;566;6.8;6;19;5,516;66.4;4,031;3,033;998;1,019;25.3;0;;7133;Bad Kreuznach;158,345
------;Straftaten insgesamt;7134;Birkenfeld;LK;4,727;5,839;240;5.1;2;6;3,434;72.6;2,170;1,612;558;494;22.8;0;;7134;Birkenfeld;80,951
------;Straftaten insgesamt;7135;Cochem-Zell;LK;2,538;4,135;162;6.4;0;2;1,725;68;1,253;978;275;237;18.9;0;;7135;Cochem-Zell;61,375
------;Straftaten insgesamt;7137;Mayen-Koblenz;LK;9,924;4,628;654;6.6;7;15;6,774;68.3;5,093;3,938;1,155;955;18.8;0;;7137;Mayen-Koblenz;214,434
------;Straftaten insgesamt;7138;Neuwied;LK;9,451;5,170;603;6.4;5;4;6,216;65.8;4,643;3,581;1,062;1,002;21.6;0;;7138;Neuwied;182,811
------;Straftaten insgesamt;7140;Rhein-Hunsrück-Kreis;LK;4,193;4,064;335;8;2;5;2,836;67.6;2,256;1,666;590;767;34;0;;7140;Rhein-Hunsrück-Kreis;103,163
------;Straftaten insgesamt;7141;Rhein-Lahn-Kreis;LK;5,810;4,751;286;4.9;2;9;3,976;68.4;2,943;2,278;665;641;21.8;0;;7141;Rhein-Lahn-Kreis;122,297
------;Straftaten insgesamt;7143;Westerwaldkreis;LK;8,810;4,363;526;6;9;14;6,049;68.7;4,505;3,463;1,042;957;21.2;0;;7143;Westerwaldkreis;201,904
------;Straftaten insgesamt;7211;Trier;KfS;10,614;9,517;571;5.4;5;5;7,301;68.8;5,401;4,075;1,326;2,683;49.7;0;;7211;Trier;111,528
------;Straftaten insgesamt;7231;Bernkastel-Wittlich;LK;4,639;4,124;223;4.8;1;8;3,214;69.3;2,482;1,915;567;607;24.5;0;;7231;Bernkastel-Wittlich;112,483
------;Straftaten insgesamt;7232;Eifelkreis Bitburg-Prüm;LK;3,981;4,019;205;5.1;1;4;2,916;73.2;2,231;1,761;470;862;38.6;0;;7232;Eifelkreis Bitburg-Prüm;99,058
------;Straftaten insgesamt;7233;Vulkaneifel;LK;2,748;4,531;169;6.1;0;3;1,926;70.1;1,502;1,117;385;278;18.5;0;;7233;Vulkaneifel;60,646
------;Straftaten insgesamt;7235;Trier-Saarburg;LK;5,597;3,746;409;7.3;2;9;3,933;70.3;3,203;2,509;694;1,239;38.7;0;;7235;Trier-Saarburg;149,398
------;Straftaten insgesamt;7311;Frankenthal (Pfalz);KfS;3,366;6,903;172;5.1;0;1;2,169;64.4;1,748;1,373;375;578;33.1;0;;7311;Frankenthal (Pfalz);48,762
------;Straftaten insgesamt;7312;Kaiserslautern;KfS;10,792;10,789;589;5.5;8;7;7,392;68.5;4,467;3,317;1,150;1,198;26.8;0;;7312;Kaiserslautern;100,030
------;Straftaten insgesamt;7313;Landau in der Pfalz;KfS;3,925;8,372;250;6.4;2;1;2,375;60.5;1,789;1,360;429;420;23.5;0;;7313;Landau in der Pfalz;46,881
------;Straftaten insgesamt;7314;Ludwigshafen am Rhein;KfS;14,965;8,688;968;6.5;6;4;9,416;62.9;6,854;5,154;1,700;2,747;40.1;0;;7314;Ludwigshafen am Rhein;172,253
------;Straftaten insgesamt;7315;Mainz;KfS;16,298;7,456;1,039;6.4;6;13;10,238;62.8;6,959;5,436;1,523;2,620;37.6;0;;7315;Mainz;218,578
------;Straftaten insgesamt;7316;Neustadt an der Weinstraße;KfS;3,625;6,806;231;6.4;4;1;2,460;67.9;1,699;1,263;436;459;27;0;;7316;Neustadt an der Weinstraße;53,264
------;Straftaten insgesamt;7317;Pirmasens;KfS;3,238;8,049;154;4.8;3;5;2,412;74.5;1,577;1,173;404;291;18.5;0;;7317;Pirmasens;40,231
------;Straftaten insgesamt;7318;Speyer;KfS;5,118;10,122;314;6.1;3;5;3,508;68.5;2,520;1,866;654;1,236;49;0;;7318;Speyer;50,561
------;Straftaten insgesamt;7319;Worms;KfS;6,468;7,742;429;6.6;2;9;4,123;63.7;2,781;2,096;685;1,003;36.1;0;;7319;Worms;83,542
------;Straftaten insgesamt;7320;Zweibrücken;KfS;2,693;7,876;170;6.3;2;0;1,909;70.9;1,237;921;316;259;20.9;0;;7320;Zweibrücken;34,193
------;Straftaten insgesamt;7331;Alzey-Worms;LK;4,723;3,642;293;6.2;8;3;3,019;63.9;2,274;1,759;515;545;24;0;;7331;Alzey-Worms;129,687
------;Straftaten insgesamt;7332;Bad Dürkheim;LK;7,125;5,370;484;6.8;5;10;4,753;66.7;3,258;2,449;809;672;20.6;0;;7332;Bad Dürkheim;132,671
------;Straftaten insgesamt;7333;Donnersbergkreis;LK;3,391;4,502;184;5.4;5;3;2,411;71.1;1,671;1,238;433;296;17.7;0;;7333;Donnersbergkreis;75,325
------;Straftaten insgesamt;7334;Germersheim;LK;7,427;5,757;547;7.4;10;9;4,876;65.7;3,373;2,595;778;1,008;29.9;0;;7334;Germersheim;129,013
------;Straftaten insgesamt;7335;Kaiserslautern;LK;4,658;4,395;282;6.1;3;5;3,141;67.4;2,448;1,831;617;651;26.6;0;;7335;Kaiserslautern;105,979
------;Straftaten insgesamt;7336;Kusel;LK;3,482;4,959;234;6.7;5;4;2,568;73.8;1,901;1,399;502;572;30.1;0;;7336;Kusel;70,219
------;Straftaten insgesamt;7337;Südliche Weinstraße;LK;4,977;4,503;458;9.2;3;1;3,257;65.4;2,522;1,897;625;553;21.9;0;;7337;Südliche Weinstraße;110,521
------;Straftaten insgesamt;7338;Rhein-Pfalz-Kreis;LK;6,569;4,249;519;7.9;11;4;4,211;64.1;3,241;2,526;715;861;26.6;0;;7338;Rhein-Pfalz-Kreis;154,609
------;Straftaten insgesamt;7339;Mainz-Bingen;LK;8,589;4,063;545;6.3;8;12;5,519;64.3;3,990;3,035;955;1,102;27.6;0;;7339;Mainz-Bingen;211,417
------;Straftaten insgesamt;7340;Südwestpfalz;LK;2,720;2,868;164;6;0;4;1,899;69.8;1,456;1,144;312;176;12.1;0;;7340;Südwestpfalz;94,831
------;Straftaten insgesamt;8111;Stuttgart;SK;50,736;7,978;3,059;6;21;20;34,091;67.2;22,815;17,782;5,033;10,667;46.8;0;;8111;Stuttgart;635,911
------;Straftaten insgesamt;8115;Böblingen;LK;15,975;4,067;1,127;7.1;9;7;10,475;65.6;7,986;6,209;1,777;3,267;40.9;0;;8115;Böblingen;392,807
------;Straftaten insgesamt;8116;Esslingen;LK;22,280;4,164;2,205;9.9;8;3;13,564;60.9;10,508;8,098;2,410;5,035;47.9;0;;8116;Esslingen;535,024
------;Straftaten insgesamt;8117;Göppingen;LK;11,115;4,306;1,040;9.4;5;11;6,913;62.2;5,010;3,851;1,159;1,738;34.7;0;;8117;Göppingen;258,145
------;Straftaten insgesamt;8118;Ludwigsburg;LK;21,734;3,985;1,716;7.9;10;7;13,539;62.3;9,902;7,642;2,260;3,948;39.9;0;;8118;Ludwigsburg;545,423
------;Straftaten insgesamt;8119;Rems-Murr-Kreis;LK;18,028;4,220;1,333;7.4;9;9;11,167;61.9;8,243;6,408;1,835;3,012;36.5;0;;8119;Rems-Murr-Kreis;427,248
------;Straftaten insgesamt;8121;Heilbronn;SK;8,151;6,439;657;8.1;4;8;5,274;64.7;4,030;3,102;928;1,840;45.7;0;;8121;Heilbronn;126,592
------;Straftaten insgesamt;8125;Heilbronn;LK;10,464;3,038;990;9.5;8;6;6,447;61.6;5,073;4,071;1,002;1,832;36.1;0;;8125;Heilbronn;344,456
------;Straftaten insgesamt;8126;Hohenlohekreis;LK;3,405;3,023;261;7.7;0;5;2,281;67;1,713;1,380;333;515;30.1;0;;8126;Hohenlohekreis;112,655
------;Straftaten insgesamt;8127;Schwäbisch Hall;LK;6,178;3,140;460;7.4;7;9;3,972;64.3;2,989;2,323;666;851;28.5;0;;8127;Schwäbisch Hall;196,761
------;Straftaten insgesamt;8128;Main-Tauber-Kreis;LK;4,767;3,600;242;5.1;1;3;3,340;70.1;2,353;1,872;481;648;27.5;0;;8128;Main-Tauber-Kreis;132,399
------;Straftaten insgesamt;8135;Heidenheim;LK;5,079;3,825;396;7.8;11;5;3,301;65;2,391;1,839;552;737;30.8;0;;8135;Heidenheim;132,777
------;Straftaten insgesamt;8136;Ostalbkreis;LK;11,400;3,630;655;5.7;3;109;7,156;62.8;5,329;4,116;1,213;1,571;29.5;0;;8136;Ostalbkreis;314,025
------;Straftaten insgesamt;8211;Baden-Baden;SK;5,553;10,063;226;4.1;5;3;4,107;74;1,696;1,310;386;727;42.9;0;;8211;Baden-Baden;55,185
------;Straftaten insgesamt;8212;Karlsruhe;SK;27,133;8,695;1,631;6;9;10;17,660;65.1;11,765;9,043;2,722;5,301;45.1;0;;8212;Karlsruhe;312,060
------;Straftaten insgesamt;8215;Karlsruhe;LK;16,638;3,738;1,308;7.9;14;10;10,275;61.8;7,792;6,086;1,706;2,863;36.7;0;;8215;Karlsruhe;445,101
------;Straftaten insgesamt;8216;Rastatt;LK;9,571;4,136;830;8.7;6;3;6,001;62.7;4,673;3,579;1,094;2,006;42.9;0;;8216;Rastatt;231,420
------;Straftaten insgesamt;8221;Heidelberg;SK;13,637;8,445;704;5.2;2;5;8,983;65.9;6,292;4,890;1,402;2,731;43.4;0;;8221;Heidelberg;161,485
------;Straftaten insgesamt;8222;Mannheim;SK;28,510;9,177;1,488;5.2;11;10;17,612;61.8;13,190;10,053;3,137;5,877;44.6;0;;8222;Mannheim;310,658
------;Straftaten insgesamt;8225;Neckar-Odenwald-Kreis;LK;4,695;3,269;308;6.6;1;4;3,234;68.9;2,333;1,847;486;579;24.8;0;;8225;Neckar-Odenwald-Kreis;143,633
------;Straftaten insgesamt;8226;Rhein-Neckar-Kreis;LK;23,597;4,303;1,547;6.6;12;12;14,580;61.8;11,123;8,679;2,444;3,512;31.6;0;;8226;Rhein-Neckar-Kreis;548,355
------;Straftaten insgesamt;8231;Pforzheim;SK;9,282;7,369;521;5.6;4;4;6,059;65.3;4,657;3,499;1,158;2,174;46.7;0;;8231;Pforzheim;125,957
------;Straftaten insgesamt;8235;Calw;LK;5,411;3,399;395;7.3;4;2;3,582;66.2;2,690;2,070;620;839;31.2;0;;8235;Calw;159,201
------;Straftaten insgesamt;8236;Enzkreis;LK;5,433;2,723;348;6.4;2;3;3,250;59.8;2,709;2,166;543;883;32.6;0;;8236;Enzkreis;199,556
------;Straftaten insgesamt;8237;Freudenstadt;LK;4,102;3,469;227;5.5;2;1;2,652;64.7;2,140;1,687;453;644;30.1;0;;8237;Freudenstadt;118,243
------;Straftaten insgesamt;8311;Freiburg im Breisgau;SK;21,122;9,136;1,275;6;3;4;13,217;62.6;8,795;6,758;2,037;3,618;41.1;0;;8311;Freiburg im Breisgau;231,195
------;Straftaten insgesamt;8315;Breisgau-Hochschwarzwald;LK;10,963;4,159;988;9;2;2;6,524;59.5;4,958;3,946;1,012;1,768;35.7;0;;8315;Breisgau-Hochschwarzwald;263,601
------;Straftaten insgesamt;8316;Emmendingen;LK;6,187;3,718;469;7.6;4;5;3,824;61.8;2,813;2,201;612;821;29.2;0;;8316;Emmendingen;166,408
------;Straftaten insgesamt;8317;Ortenaukreis;LK;23,783;5,519;1,620;6.8;16;8;16,057;67.5;12,278;9,676;2,602;6,213;50.6;0;;8317;Ortenaukreis;430,953
------;Straftaten insgesamt;8325;Rottweil;LK;3,951;2,825;192;4.9;1;4;2,731;69.1;2,128;1,690;438;671;31.5;0;;8325;Rottweil;139,878
------;Straftaten insgesamt;8326;Schwarzwald-Baar-Kreis;LK;6,978;3,284;310;4.4;12;7;4,622;66.2;3,501;2,642;859;1,121;32;0;;8326;Schwarzwald-Baar-Kreis;212,506
------;Straftaten insgesamt;8327;Tuttlingen;LK;4,618;3,281;249;5.4;3;6;3,100;67.1;2,372;1,869;503;833;35.1;0;;8327;Tuttlingen;140,766
------;Straftaten insgesamt;8335;Konstanz;LK;14,470;5,054;898;6.2;9;14;9,280;64.1;6,928;5,311;1,617;2,793;40.3;0;;8335;Konstanz;286,305
------;Straftaten insgesamt;8336;Lörrach;LK;14,384;6,288;1,061;7.4;6;1;9,499;66;7,019;5,418;1,601;3,418;48.7;0;;8336;Lörrach;228,736
------;Straftaten insgesamt;8337;Waldshut;LK;6,034;3,529;346;5.7;4;6;4,037;66.9;3,007;2,291;716;1,014;33.7;0;;8337;Waldshut;171,003
------;Straftaten insgesamt;8415;Reutlingen;LK;12,741;4,439;1,165;9.1;2;3;7,682;60.3;5,465;4,157;1,308;1,975;36.1;0;;8415;Reutlingen;287,034
------;Straftaten insgesamt;8416;Tübingen;LK;8,993;3,933;667;7.4;2;1;5,217;58;3,702;2,893;809;1,221;33;0;;8416;Tübingen;228,678
------;Straftaten insgesamt;8417;Zollernalbkreis;LK;5,853;3,091;430;7.3;2;5;3,854;65.8;3,079;2,325;754;866;28.1;0;;8417;Zollernalbkreis;189,363
------;Straftaten insgesamt;8421;Ulm;SK;10,138;7,996;714;7;5;12;6,975;68.8;4,449;3,413;1,036;1,894;42.6;0;;8421;Ulm;126,790
------;Straftaten insgesamt;8425;Alb-Donau-Kreis;LK;5,658;2,871;497;8.8;2;14;3,554;62.8;2,775;2,187;588;933;33.6;0;;8425;Alb-Donau-Kreis;197,076
------;Straftaten insgesamt;8426;Biberach;LK;6,874;3,415;476;6.9;2;6;4,535;66;3,283;2,563;720;1,014;30.9;0;;8426;Biberach;201,282
------;Straftaten insgesamt;8435;Bodenseekreis;LK;10,175;4,679;742;7.3;3;4;6,708;65.9;4,245;3,214;1,031;1,346;31.7;0;;8435;Bodenseekreis;217,470
------;Straftaten insgesamt;8436;Ravensburg;LK;12,288;4,305;1,126;9.2;2;7;7,914;64.4;5,660;4,410;1,250;2,001;35.4;0;;8436;Ravensburg;285,424
------;Straftaten insgesamt;8437;Sigmaringen;LK;6,034;4,611;428;7.1;1;5;3,973;65.8;3,020;2,360;660;1,195;39.6;0;;8437;Sigmaringen;130,849
------;Straftaten insgesamt;9161;Ingolstadt;KfS;8,657;6,301;478;5.5;2;8;6,032;69.7;4,303;3,256;1,047;1,881;43.7;0;;9161;Ingolstadt;137,392
------;Straftaten insgesamt;9162;München;KfS;88,857;5,987;4,733;5.3;32;24;57,350;64.5;41,496;31,411;10,085;21,528;51.9;0;;9162;München;1,484,226
------;Straftaten insgesamt;9163;Rosenheim;KfS;4,211;6,626;241;5.7;1;1;3,029;71.9;2,324;1,770;554;1,016;43.7;0;;9163;Rosenheim;63,551
------;Straftaten insgesamt;9171;Altötting;LK;4,093;3,670;237;5.8;2;6;2,831;69.2;2,055;1,564;491;613;29.8;0;;9171;Altötting;111,516
------;Straftaten insgesamt;9172;Berchtesgadener Land;LK;8,661;8,176;3,038;35.1;3;2;7,396;85.4;6,396;5,259;1,137;4,902;76.6;0;;9172;Berchtesgadener Land;105,929
------;Straftaten insgesamt;9173;Bad Tölz-Wolfratshausen;LK;4,580;3,580;283;6.2;5;2;3,256;71.1;2,386;1,831;555;771;32.3;0;;9173;Bad Tölz-Wolfratshausen;127,917
------;Straftaten insgesamt;9174;Dachau;LK;4,587;2,961;256;5.6;5;4;2,980;65;2,454;1,958;496;1,060;43.2;0;;9174;Dachau;154,899
------;Straftaten insgesamt;9175;Ebersberg;LK;4,370;3,042;227;5.2;4;6;2,759;63.1;2,251;1,741;510;832;37;0;;9175;Ebersberg;143,649
------;Straftaten insgesamt;9176;Eichstätt;LK;3,193;2,403;150;4.7;2;3;2,308;72.3;1,654;1,342;312;505;30.5;0;;9176;Eichstätt;132,881
------;Straftaten insgesamt;9177;Erding;LK;5,119;3,705;322;6.3;3;1;3,665;71.6;2,890;2,267;623;1,237;42.8;0;;9177;Erding;138,182
------;Straftaten insgesamt;9178;Freising;LK;10,281;5,711;546;5.3;3;4;7,964;77.5;6,815;4,669;2,146;4,700;69;0;;9178;Freising;180,007
------;Straftaten insgesamt;9179;Fürstenfeldbruck;LK;7,433;3,389;419;5.6;5;7;4,867;65.5;3,970;3,024;946;1,447;36.4;0;;9179;Fürstenfeldbruck;219,311
------;Straftaten insgesamt;9180;Garmisch-Partenkirchen;LK;4,015;4,541;308;7.7;1;2;2,946;73.4;2,275;1,749;526;871;38.3;0;;9180;Garmisch-Partenkirchen;88,424
------;Straftaten insgesamt;9181;Landsberg am Lech;LK;4,735;3,936;166;3.5;5;3;3,604;76.1;1,828;1,440;388;444;24.3;0;;9181;Landsberg am Lech;120,302
------;Straftaten insgesamt;9182;Miesbach;LK;3,856;3,856;168;4.4;3;7;2,690;69.8;2,164;1,718;446;828;38.3;0;;9182;Miesbach;100,010
------;Straftaten insgesamt;9183;Mühldorf a.Inn;LK;4,297;3,708;279;6.5;3;4;3,100;72.1;2,312;1,796;516;819;35.4;0;;9183;Mühldorf a.Inn;115,872
------;Straftaten insgesamt;9184;München;LK;11,706;3,340;703;6;5;8;6,876;58.7;6,089;4,818;1,271;2,527;41.5;0;;9184;München;350,473
------;Straftaten insgesamt;9185;Neuburg-Schrobenhausen;LK;2,974;3,056;207;7;2;3;2,163;72.7;1,593;1,218;375;500;31.4;0;;9185;Neuburg-Schrobenhausen;97,303
------;Straftaten insgesamt;9186;Pfaffenhofen a.d.Ilm;LK;3,997;3,117;260;6.5;0;4;2,655;66.4;2,123;1,668;455;684;32.2;0;;9186;Pfaffenhofen a.d.Ilm;128,227
------;Straftaten insgesamt;9187;Rosenheim;LK;10,259;3,926;2,587;25.2;3;9;8,261;80.5;7,169;5,650;1,519;4,137;57.7;0;;9187;Rosenheim;261,330
------;Straftaten insgesamt;9188;Starnberg;LK;5,161;3,776;307;5.9;2;5;3,389;65.7;2,458;1,872;586;879;35.8;0;;9188;Starnberg;136,667
------;Straftaten insgesamt;9189;Traunstein;LK;5,629;3,175;328;5.8;6;7;4,045;71.9;3,033;2,286;747;851;28.1;0;;9189;Traunstein;177,319
------;Straftaten insgesamt;9190;Weilheim-Schongau;LK;4,542;3,353;331;7.3;1;3;3,366;74.1;2,405;1,825;580;655;27.2;0;;9190;Weilheim-Schongau;135,478
------;Straftaten insgesamt;9261;Landshut;KfS;5,215;7,104;274;5.3;4;2;3,673;70.4;2,613;2,026;587;1,062;40.6;0;;9261;Landshut;73,411
------;Straftaten insgesamt;9262;Passau;KfS;4,627;8,763;860;18.6;3;1;3,563;77;3,009;2,497;512;1,867;62;0;;9262;Passau;52,803
------;Straftaten insgesamt;9263;Straubing;KfS;3,238;6,775;223;6.9;5;0;2,231;68.9;1,559;1,204;355;457;29.3;0;;9263;Straubing;47,791
------;Straftaten insgesamt;9271;Deggendorf;LK;5,835;4,884;262;4.5;0;3;4,631;79.4;3,564;2,780;784;1,254;35.2;0;;9271;Deggendorf;119,478
------;Straftaten insgesamt;9272;Freyung-Grafenau;LK;2,011;2,566;108;5.4;3;3;1,579;78.5;1,240;995;245;356;28.7;0;;9272;Freyung-Grafenau;78,362
------;Straftaten insgesamt;9273;Kelheim;LK;3,574;2,904;241;6.7;6;7;2,381;66.6;1,833;1,434;399;562;30.7;0;;9273;Kelheim;123,058
------;Straftaten insgesamt;9274;Landshut;LK;3,855;2,411;208;5.4;1;6;2,826;73.3;2,234;1,722;512;662;29.6;0;;9274;Landshut;159,895
------;Straftaten insgesamt;9275;Passau;LK;6,146;3,190;1,082;17.6;3;6;4,974;80.9;4,311;3,475;836;2,407;55.8;0;;9275;Passau;192,656
------;Straftaten insgesamt;9276;Regen;LK;2,292;2,961;106;4.6;0;3;1,776;77.5;1,418;1,088;330;359;25.3;0;;9276;Regen;77,410
------;Straftaten insgesamt;9277;Rottal-Inn;LK;4,126;3,396;212;5.1;4;3;3,274;79.4;2,626;2,024;602;1,315;50.1;0;;9277;Rottal-Inn;121,502
------;Straftaten insgesamt;9278;Straubing-Bogen;LK;2,602;2,573;152;5.8;2;2;1,669;64.1;1,400;1,137;263;561;40.1;0;;9278;Straubing-Bogen;101,120
------;Straftaten insgesamt;9279;Dingolfing-Landau;LK;2,712;2,805;110;4.1;4;5;1,980;73;1,576;1,241;335;425;27;0;;9279;Dingolfing-Landau;96,683
------;Straftaten insgesamt;9361;Amberg;KfS;2,337;5,537;137;5.9;0;1;1,680;71.9;1,170;866;304;249;21.3;0;;9361;Amberg;42,207
------;Straftaten insgesamt;9362;Regensburg;KfS;12,184;7,959;657;5.4;3;4;8,086;66.4;5,656;4,250;1,406;2,448;43.3;0;;9362;Regensburg;153,094
------;Straftaten insgesamt;9363;Weiden i.d.OPf.;KfS;2,832;6,626;188;6.6;0;0;2,078;73.4;1,512;1,141;371;474;31.3;0;;9363;Weiden i.d.OPf.;42,743
------;Straftaten insgesamt;9371;Amberg-Sulzbach;LK;2,446;2,374;156;6.4;3;6;1,757;71.8;1,450;1,094;356;402;27.7;0;;9371;Amberg-Sulzbach;103,049
------;Straftaten insgesamt;9372;Cham;LK;3,866;3,020;196;5.1;1;4;2,930;75.8;2,239;1,699;540;658;29.4;0;;9372;Cham;127,998
------;Straftaten insgesamt;9373;Neumarkt i.d.OPf.;LK;3,235;2,404;203;6.3;0;5;2,149;66.4;1,682;1,343;339;481;28.6;0;;9373;Neumarkt i.d.OPf.;134,573
------;Straftaten insgesamt;9374;Neustadt a.d.Waldnaab;LK;3,557;3,766;156;4.4;1;2;2,895;81.4;2,480;2,027;453;1,399;56.4;0;;9374;Neustadt a.d.Waldnaab;94,450
------;Straftaten insgesamt;9375;Regensburg;LK;4,387;2,261;348;7.9;4;4;3,009;68.6;2,462;1,962;500;816;33.1;0;;9375;Regensburg;194,070
------;Straftaten insgesamt;9376;Schwandorf;LK;5,348;3,617;257;4.8;2;2;4,093;76.5;2,831;2,096;735;758;26.8;0;;9376;Schwandorf;147,872
------;Straftaten insgesamt;9377;Tirschenreuth;LK;2,613;3,627;151;5.8;4;3;2,022;77.4;1,496;1,131;365;498;33.3;0;;9377;Tirschenreuth;72,046
------;Straftaten insgesamt;9461;Bamberg;KfS;7,865;10,165;395;5;3;1;5,795;73.7;4,116;3,127;989;2,232;54.2;0;;9461;Bamberg;77,373
------;Straftaten insgesamt;9462;Bayreuth;KfS;4,784;6,397;216;4.5;3;1;3,447;72.1;2,337;1,779;558;695;29.7;0;;9462;Bayreuth;74,783
------;Straftaten insgesamt;9463;Coburg;KfS;2,762;6,725;158;5.7;3;0;2,054;74.4;1,354;1,026;328;300;22.2;0;;9463;Coburg;41,072
------;Straftaten insgesamt;9464;Hof;KfS;4,547;9,923;284;6.2;0;4;3,411;75;2,137;1,658;479;736;34.4;0;;9464;Hof;45,825
------;Straftaten insgesamt;9471;Bamberg;LK;3,867;2,628;219;5.7;4;4;2,797;72.3;2,173;1,658;515;452;20.8;0;;9471;Bamberg;147,163
------;Straftaten insgesamt;9472;Bayreuth;LK;3,386;3,266;175;5.2;2;4;2,593;76.6;1,836;1,437;399;464;25.3;0;;9472;Bayreuth;103,664
------;Straftaten insgesamt;9473;Coburg;LK;2,653;3,058;157;5.9;5;2;1,896;71.5;1,396;1,037;359;213;15.3;0;;9473;Coburg;86,747
------;Straftaten insgesamt;9474;Forchheim;LK;3,492;3,005;177;5.1;0;2;2,530;72.5;1,909;1,471;438;451;23.6;0;;9474;Forchheim;116,203
------;Straftaten insgesamt;9475;Hof;LK;5,151;5,433;249;4.8;3;2;4,120;80;3,243;2,621;622;1,204;37.1;0;;9475;Hof;94,801
------;Straftaten insgesamt;9476;Kronach;LK;2,582;3,869;143;5.5;3;3;1,991;77.1;1,334;964;370;215;16.1;0;;9476;Kronach;66,743
------;Straftaten insgesamt;9477;Kulmbach;LK;2,820;3,940;140;5;2;1;2,115;75;1,505;1,151;354;327;21.7;0;;9477;Kulmbach;71,566
------;Straftaten insgesamt;9478;Lichtenfels;LK;2,721;4,075;133;4.9;0;2;1,947;71.6;1,354;1,056;298;287;21.2;0;;9478;Lichtenfels;66,776
------;Straftaten insgesamt;9479;Wunsiedel i.Fichtelgebirge;LK;4,187;5,763;252;6;2;1;3,255;77.7;2,418;1,947;471;982;40.6;0;;9479;Wunsiedel i.Fichtelgebirge;72,655
------;Straftaten insgesamt;9561;Ansbach;KfS;3,078;7,364;201;6.5;1;2;2,248;73;1,503;1,147;356;490;32.6;0;;9561;Ansbach;41,798
------;Straftaten insgesamt;9562;Erlangen;KfS;5,398;4,797;350;6.5;3;2;3,574;66.2;2,723;2,072;651;1,074;39.4;0;;9562;Erlangen;112,528
------;Straftaten insgesamt;9563;Fürth;KfS;5,361;4,172;299;5.6;10;4;3,550;66.2;2,861;2,193;668;1,141;39.9;0;;9563;Fürth;128,497
