1;2;3;4;5;6;7;8;9;10;11;12;
734820;Unerlaubter†Handel†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;10;Saarland;155;15.6;2;1.3;150;96.8;154;27;17.5
734820;Unerlaubter†Handel†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;14;Sachsen;327;8;7;2.1;313;95.7;373;47;12.6
734820;Unerlaubter†Handel†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;15;Sachsen-Anhalt;154;6.9;3;1.9;143;92.9;188;36;19.1
734820;Unerlaubter†Handel†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;1;Schleswig-Holstein;144;5;0;0;136;94.4;144;28;19.4
734820;Unerlaubter†Handel†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;16;Thueringen;253;11.7;0;0;237;93.7;251;19;7.6
734820;Unerlaubter†Handel†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;70;Bund echte Zaehlung der Tatverdaechtigen;7,732;9.4;124;1.6;7,343;95;8,522;2,202;25.8
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;8;Baden-Wuerttemberg;41;0.4;0;0;40;97.6;55;25;45.5
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;9;Bayern;70;0.5;0;0;70;100;90;35;38.9
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;11;Berlin;36;1;2;5.6;26;72.2;37;34;91.9
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;12;Brandenburg;0;0;0;0;0;0;0;0;0
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;4;Bremen;6;0.9;0;0;6;100;11;2;18.2
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;2;Hamburg;30;1.7;0;0;26;86.7;28;26;92.9
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;6;Hessen;42;0.7;0;0;41;97.6;42;16;38.1
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;13;Mecklenburg-Vorpommern;1;0.1;0;0;0;0;0;0;0
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;3;Niedersachsen;51;0.6;0;0;48;94.1;57;19;33.3
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;5;Nordrhein-Westfalen;113;0.6;4;3.5;106;93.8;122;33;27
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;7;Rheinland-Pfalz;14;0.3;0;0;12;85.7;12;2;16.7
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;10;Saarland;7;0.7;0;0;6;85.7;6;1;16.7
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;14;Sachsen;4;0.1;0;0;3;75;4;3;75
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;15;Sachsen-Anhalt;4;0.2;0;0;3;75;3;3;100
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;1;Schleswig-Holstein;10;0.3;0;0;9;90;9;3;33.3
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;16;Thueringen;1;0;0;0;1;100;1;0;0
734821;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Heroin;70;Bund echte Zaehlung der Tatverdaechtigen;430;0.5;6;1.4;397;92.3;476;202;42.4
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;8;Baden-Wuerttemberg;150;1.4;0;0;145;96.7;157;91;58
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;9;Bayern;207;1.6;2;1;197;95.2;262;125;47.7
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;11;Berlin;33;0.9;1;3;25;75.8;36;20;55.6
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;12;Brandenburg;11;0.4;0;0;10;90.9;19;0;0
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;4;Bremen;6;0.9;0;0;6;100;8;3;37.5
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;2;Hamburg;43;2.4;0;0;42;97.7;53;29;54.7
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;6;Hessen;88;1.4;0;0;84;95.5;129;55;42.6
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;13;Mecklenburg-Vorpommern;17;1.1;0;0;17;100;16;0;0
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;3;Niedersachsen;96;1.2;2;2.1;91;94.8;127;64;50.4
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;5;Nordrhein-Westfalen;145;0.8;4;2.8;123;84.8;181;104;57.5
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;7;Rheinland-Pfalz;53;1.3;0;0;50;94.3;62;32;51.6
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;10;Saarland;10;1;0;0;9;90;10;5;50
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;14;Sachsen;2;0;0;0;2;100;2;2;100
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;15;Sachsen-Anhalt;13;0.6;0;0;11;84.6;13;1;7.7
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;1;Schleswig-Holstein;19;0.7;0;0;19;100;23;7;30.4
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;16;Thueringen;3;0.1;0;0;3;100;5;1;20
734822;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Kokain†einschl.†Crack;70;Bund echte Zaehlung der Tatverdaechtigen;896;1.1;9;1;834;93.1;1,103;539;48.9
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;8;Baden-Wuerttemberg;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;9;Bayern;3;0;1;33.3;2;66.7;2;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;11;Berlin;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;12;Brandenburg;1;0;0;0;1;100;1;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;4;Bremen;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;2;Hamburg;1;0.1;0;0;1;100;1;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;6;Hessen;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;3;Niedersachsen;5;0.1;0;0;4;80;6;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;5;Nordrhein-Westfalen;2;0;0;0;1;50;1;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;7;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;10;Saarland;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;14;Sachsen;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;1;Schleswig-Holstein;1;0;0;0;1;100;1;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;16;Thueringen;0;0;0;0;0;0;0;0;0
734823;Unerlaubter†Handel†in†nicht†geringer†Menge†von†LSD;70;Bund echte Zaehlung der Tatverdaechtigen;13;0;1;7.7;10;76.9;12;0;0
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);8;Baden-Wuerttemberg;276;2.5;1;0.4;262;94.9;288;52;18.1
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);9;Bayern;451;3.5;16;3.5;434;96.2;473;63;13.3
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);11;Berlin;58;1.6;2;3.4;55;94.8;66;17;25.8
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);12;Brandenburg;32;1.3;1;3.1;31;96.9;39;2;5.1
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);4;Bremen;4;0.6;0;0;4;100;5;1;20
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);2;Hamburg;11;0.6;0;0;9;81.8;12;0;0
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);6;Hessen;146;2.4;2;1.4;143;97.9;166;32;19.3
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);13;Mecklenburg-Vorpommern;41;2.5;0;0;41;100;30;0;0
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);3;Niedersachsen;147;1.9;3;2;142;96.6;160;16;10
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);5;Nordrhein-Westfalen;234;1.3;4;1.7;209;89.3;255;36;14.1
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);7;Rheinland-Pfalz;263;6.5;1;0.4;257;97.7;302;52;17.2
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);10;Saarland;72;7.2;1;1.4;71;98.6;73;13;17.8
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);14;Sachsen;6;0.1;0;0;4;66.7;4;0;0
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);15;Sachsen-Anhalt;20;0.9;0;0;19;95;20;1;5
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);1;Schleswig-Holstein;27;0.9;0;0;26;96.3;25;0;0
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);16;Thueringen;26;1.2;0;0;25;96.2;29;1;3.4
734826;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Amphetamin†und†seinen†Derivaten†in†Pulver-†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform†(Ecstasy);70;Bund echte Zaehlung der Tatverdaechtigen;1,814;2.2;31;1.7;1,732;95.5;1,937;285;14.7
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;8;Baden-Wuerttemberg;12;0.1;0;0;12;100;14;6;42.9
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;9;Bayern;162;1.3;2;1.2;158;97.5;177;24;13.6
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;11;Berlin;6;0.2;0;0;6;100;8;4;50
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;12;Brandenburg;9;0.4;0;0;9;100;15;1;6.7
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;4;Bremen;0;0;0;0;0;0;0;0;0
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;2;Hamburg;0;0;0;0;0;0;0;0;0
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;6;Hessen;7;0.1;0;0;7;100;8;3;37.5
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;3;Niedersachsen;6;0.1;0;0;5;83.3;8;0;0
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;5;Nordrhein-Westfalen;40;0.2;0;0;38;95;45;7;15.6
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;7;Rheinland-Pfalz;13;0.3;0;0;13;100;15;7;46.7
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;10;Saarland;7;0.7;0;0;7;100;7;2;28.6
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;14;Sachsen;174;4.3;4;2.3;169;97.1;205;15;7.3
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;15;Sachsen-Anhalt;48;2.1;2;4.2;48;100;61;9;14.8
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;1;Schleswig-Holstein;3;0.1;0;0;3;100;3;0;0
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;16;Thueringen;114;5.3;0;0;109;95.6;112;3;2.7
734827;Unerlaubter†Handel†in†nicht†geringer†Menge†mit†Methamphetamin†in†Pulver-,†kristalliner†oder†fluessiger†sowie†in†Tabletten-†bzw.†Kapselform;70;Bund echte Zaehlung der Tatverdaechtigen;601;0.7;8;1.3;584;97.2;676;81;12
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;8;Baden-Wuerttemberg;569;5.2;5;0.9;547;96.1;576;183;31.8
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;9;Bayern;818;6.4;17;2.1;802;98;950;258;27.2
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;11;Berlin;103;2.9;2;1.9;97;94.2;147;54;36.7
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;12;Brandenburg;36;1.4;2;5.6;34;94.4;41;0;0
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;4;Bremen;28;4.2;1;3.6;27;96.4;36;7;19.4
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;2;Hamburg;97;5.4;3;3.1;89;91.8;115;37;32.2
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;6;Hessen;279;4.5;3;1.1;272;97.5;327;90;27.5
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;13;Mecklenburg-Vorpommern;48;3;0;0;48;100;60;4;6.7
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;3;Niedersachsen;396;5;12;3;386;97.5;476;90;18.9
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;5;Nordrhein-Westfalen;593;3.3;15;2.5;531;89.5;649;181;27.9
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;7;Rheinland-Pfalz;195;4.8;1;0.5;184;94.4;200;32;16
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;10;Saarland;54;5.4;0;0;52;96.3;53;6;11.3
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;14;Sachsen;137;3.4;3;2.2;132;96.4;161;25;15.5
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;15;Sachsen-Anhalt;55;2.4;0;0;50;90.9;80;22;27.5
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;1;Schleswig-Holstein;82;2.9;0;0;76;92.7;81;18;22.2
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;16;Thueringen;84;3.9;0;0;79;94;90;13;14.4
734828;Unerlaubter†Handel†in†nicht†geringer†Menge†von†Cannabis†und†Zubereitungen;70;Bund echte Zaehlung der Tatverdaechtigen;3,574;4.3;64;1.8;3,406;95.3;4,029;1,017;25.2
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;8;Baden-Wuerttemberg;33;0.3;0;0;33;100;38;9;23.7
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;9;Bayern;33;0.3;0;0;30;90.9;34;8;23.5
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;11;Berlin;17;0.5;1;5.9;11;64.7;14;10;71.4
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;12;Brandenburg;8;0.3;0;0;8;100;11;3;27.3
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;4;Bremen;2;0.3;0;0;2;100;3;2;66.7
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;2;Hamburg;10;0.6;0;0;10;100;19;5;26.3
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;6;Hessen;77;1.2;0;0;76;98.7;95;22;23.2
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;13;Mecklenburg-Vorpommern;18;1.1;0;0;18;100;20;1;5
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;3;Niedersachsen;59;0.7;2;3.4;57;96.6;61;15;24.6
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;5;Nordrhein-Westfalen;72;0.4;0;0;68;94.4;75;19;25.3
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;7;Rheinland-Pfalz;25;0.6;0;0;25;100;28;6;21.4
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;10;Saarland;5;0.5;1;20;5;100;7;0;0
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;14;Sachsen;4;0.1;0;0;3;75;3;2;66.7
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;15;Sachsen-Anhalt;14;0.6;1;7.1;12;85.7;13;0;0
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;1;Schleswig-Holstein;2;0.1;0;0;2;100;2;0;0
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;16;Thueringen;25;1.2;0;0;20;80;20;1;5
734829;Unerlaubter†Handel†in†nicht†geringer†Menge†von†sonstigen†Betaeubungsmitteln;70;Bund echte Zaehlung der Tatverdaechtigen;404;0.5;5;1.2;380;94.1;443;103;23.3
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;8;Baden-Wuerttemberg;143;1.3;1;0.7;136;95.1;160;29;18.1
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;9;Bayern;11;0.1;0;0;11;100;15;1;6.7
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;11;Berlin;6;0.2;0;0;6;100;8;2;25
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;12;Brandenburg;24;1;0;0;23;95.8;37;4;10.8
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;4;Bremen;14;2.1;0;0;14;100;21;4;19
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;2;Hamburg;27;1.5;0;0;25;92.6;36;9;25
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;6;Hessen;46;0.7;0;0;45;97.8;79;15;19
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;13;Mecklenburg-Vorpommern;33;2;0;0;32;97;35;2;5.7
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;3;Niedersachsen;63;0.8;1;1.6;57;90.5;98;13;13.3
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;5;Nordrhein-Westfalen;150;0.8;4;2.7;132;88;170;26;15.3
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;7;Rheinland-Pfalz;48;1.2;0;0;45;93.8;57;14;24.6
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;10;Saarland;12;1.2;0;0;12;100;16;0;0
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;14;Sachsen;11;0.3;0;0;9;81.8;11;0;0
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;15;Sachsen-Anhalt;21;0.9;0;0;20;95.2;24;7;29.2
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;1;Schleswig-Holstein;42;1.5;1;2.4;39;92.9;41;8;19.5
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;16;Thueringen;13;0.6;0;0;12;92.3;13;0;0
734840;Unerlaubte†Herstellung†in†nicht†geringer†Menge†ß†29a†Abs.†1†Nr.†2†BtMG;70;Bund echte Zaehlung der Tatverdaechtigen;664;0.8;7;1.1;618;93.1;821;134;16.3
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;8;Baden-Wuerttemberg;1;0;0;0;1;100;1;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;9;Bayern;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;11;Berlin;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;12;Brandenburg;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;4;Bremen;1;0.1;0;0;1;100;2;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;2;Hamburg;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;6;Hessen;1;0;0;0;1;100;1;1;100
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;13;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;3;Niedersachsen;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;5;Nordrhein-Westfalen;1;0;0;0;1;100;1;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;7;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;10;Saarland;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;14;Sachsen;1;0;0;0;1;100;2;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;15;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;1;Schleswig-Holstein;0;0;0;0;0;0;0;0;0
734841;Unerlaubte†Herstellung†in†nicht†geringer†Menge†von†Heroin;16;Thueringen;0;0;0;0;0;0;0;0;0
